dates,adjusted,open,high,low,close,betaYearDay,sigmaDay60,pbr,institutional,foreigners,kodexGBond3Year,vkospi200,wonPerYen,wonPerDollar,dowjones,shanghai,goldFuture,wtiNY,kospi,kospi200IT,logreturn,lrClass
2015-01-21,48050,47500,48200,47400,48050,1.061764,0.000337,1.94,11,919,55240,13.85,921.732458,1081.1,17554.28,3323.61,1293.7,47.8,1921.23,1621.98,-0.022094534,0
2015-01-22,47000,48100,48450,47000,47000,1.064664,0.000341,1.9,-572,957,55170,13.9,923.4873019,1083.62,17813.98,3343.34,1300.7,46.3,1920.82,1602.79,0.010582109,2
2015-01-23,47500,47600,47750,47200,47500,1.049328,0.000327,1.92,-125,781,55300,13.2,915.8525189,1078.05,17672.6,3351.76,1292.6,45.6,1936.09,1623.1,0.015666117,3
2015-01-26,48250,47250,48300,47000,48250,1.054985,0.000323,1.95,176,572,55325,13.77,914.9179218,1081.25,17678.7,3383.18,1279.4,45.2,1935.68,1629.76,0.018481019,3
2015-01-27,49150,49350,49350,48800,49150,1.057141,0.000329,1.98,140,1391,55325,13.25,916.8299957,1075.9,17387.21,3352.96,1291.7,46.2,1952.4,1646.74,0.001016777,2
2015-01-28,49200,49150,49300,48200,49200,1.041421,0.000328,1.99,242,856,55360,13.5,922.6266226,1087.5,17191.37,3305.74,1285.9,44.5,1961.58,1649.3,-0.037271395,0
2015-01-29,47400,48500,49200,47300,47400,1.041136,0.000348,1.91,-1300,871,55390,13.84,929.4252289,1096.35,17416.85,3262.31,1254.6,44.5,1951.02,1611.31,0.005260401,2
2015-01-30,47650,48000,48000,47300,47650,1.040639,0.000346,1.92,-620,1357,55420,13.67,938.5144897,1104.35,17164.95,3210.36,1278.5,48.2,1949.26,1602.55,-0.022282089,0
2015-02-02,46600,47300,47600,46350,46600,1.036237,0.000354,1.88,-961,760,55445,14.11,937.9254595,1102.25,17361.04,3128.3,1276.2,49.6,1952.68,1592.42,0.002143624,2
2015-02-03,46700,46450,47450,46450,46700,1.051043,0.00035,1.88,-477,1102,55495,13.67,933.0498384,1097.08,17666.4,3204.91,1259.7,53.1,1951.96,1593.7,0.012766131,2
2015-02-04,47300,47400,47450,47000,47300,1.015169,0.00035,1.91,-127,999,55455,13.14,926.0284473,1087.25,17673.02,3174.13,1263.8,48.5,1962.79,1611.23,-0.003176286,1
2015-02-05,47150,47300,47400,46300,47150,1.014509,0.00035,1.9,-364,1083,55480,13.34,927.6349396,1089.6,17884.88,3136.53,1262,50.5,1952.84,1595.47,-0.035621683,0
2015-02-06,45500,47100,47200,45200,45500,0.969061,0.00037,1.84,-663,1172,55455,13.06,922.4972636,1095.65,17824.29,3075.91,1233.9,51.7,1955.52,1591.46,-0.006615239,1
2015-02-09,45200,45300,45950,45000,45200,0.962356,0.000369,1.82,-80,1398,55445,12.98,924.4399528,1097.68,17729.21,3095.12,1240.8,52.9,1947,1585.49,-0.001106807,1
2015-02-10,45150,45250,45800,45050,45150,0.960397,0.000369,1.82,25,1150,55315,13.12,920.2712886,1099.08,17868.76,3141.59,1231.6,50,1935.86,1561.63,0.036960729,3
2015-02-11,46850,45900,47050,45650,46850,0.980307,0.000384,1.89,183,1693,55335,12.98,922.4415022,1107.76,17862.14,3157.7,1219,48.8,1945.7,1578.37,-0.004278081,1
2015-02-12,46650,47450,47500,46600,46650,0.977073,0.00031,1.88,84,989,55300,12.74,927.2040302,1104.3,17972.38,3173.42,1220.1,51.2,1941.63,1576.2,0.008537939,2
2015-02-13,47050,47000,47450,46750,47050,0.97936,0.000309,1.9,76,728,55320,11.58,924.2266308,1099.46,18019.35,3203.83,1226.5,52.8,1957.5,1579.22,0.009518845,2
2015-02-16,47500,47550,47550,47200,47500,1.001022,0.000306,1.92,-25,917,55290,11.64,929.7409064,1101.65,18019.35,3222.36,1230,52.8,1958.23,1578.42,-0.022353246,0
2015-02-17,46450,47350,47450,46300,46450,1.001111,0.000314,1.87,-205,487,55305,11.69,930.3667564,1106.02,18047.58,3246.91,1208.1,53.5,1961.45,1572.72,0.016017427,3
2015-02-23,47200,46500,47200,46400,47200,1.008851,0.000314,1.91,-223,1906,55360,11.86,931.8701648,1108.18,18116.84,3246.91,1200.3,49.5,1968.39,1561.25,0.008438869,2
2015-02-24,47600,47900,47900,47200,47600,1.006427,0.000312,1.92,-82,1416,55360,11.78,931.6965033,1113.75,18209.19,3246.91,1196.9,49.3,1976.12,1570.65,-0.023380449,0
2015-02-25,46500,47200,47400,46400,46500,0.994109,0.000306,1.88,-645,784,55380,11.43,926.985461,1103.02,18224.57,3228.84,1201,51,1990.47,1562.62,0.012820688,2
2015-02-26,47100,46750,47200,46450,47100,0.991783,0.000309,1.9,-257,1480,55390,11.35,923.3571129,1100.18,18214.42,3298.36,1209.6,48.2,1993.08,1561.29,-0.01067246,1
2015-02-27,46600,47000,47300,46250,46600,0.994313,0.000307,1.88,-593,1219,55400,11.11,922.3357909,1100.9,18132.7,3310.3,1212.6,49.8,1985.8,1565.62,0.005350468,2
2015-03-02,46850,46850,46900,46300,46850,0.995389,0.000307,1.89,-616,1546,55460,11.13,918.8261813,1100.57,18288.63,3336.29,1207.7,49.6,1996.81,1576.37,0.009559287,2
2015-03-03,47300,47150,47500,46650,47300,1.007362,0.000308,1.91,-204,1175,55470,10.82,917.2511928,1095.84,18203.37,3263.05,1204,50.5,2001.38,1575.61,-0.030045178,0
2015-03-04,45900,47300,47300,45700,45900,1.015499,0.000322,1.85,-1633,1622,55470,10.84,919.6103027,1099.67,18096.9,3279.53,1200.6,51.5,1998.29,1581.55,-0.008752791,1
2015-03-05,45500,45650,46100,45250,45500,1.01242,0.000322,1.84,-766,656,55475,10.9,916.886038,1100.63,18135.72,3248.48,1195.9,50.8,1998.38,1580.23,0.015267472,3
2015-03-06,46200,46050,46400,45950,46200,1.021133,0.000323,1.86,-703,1201,55545,10.78,915.6712102,1108.42,17856.78,3241.19,1164.1,49.6,2012.94,1587.81,-0.024097552,0
2015-03-09,45100,45450,45750,44850,45100,1.036337,0.000331,1.82,-1623,825,55555,11.68,921.3057851,1114.78,17995.72,3302.41,1166.4,50,1992.82,1555.26,-0.021289319,0
2015-03-10,44150,45200,45500,43100,44150,1.030351,0.000337,1.78,-1138,2063,55545,11.83,926.4052827,1122.34,17662.94,3286.07,1160.1,48.3,1984.77,1538.5,-0.017133486,0
2015-03-11,43400,43500,44000,43150,43400,1.036322,0.000335,1.75,-596,1885,55385,12.37,932.0392351,1130.75,17635.39,3290.9,1150.7,48.2,1980.83,1544.97,-0.003462208,1
2015-03-12,43250,43400,44100,43250,43250,1.04771,0.000334,1.75,-776,2081,55400,12.73,925.7303185,1121.8,17895.22,3349.32,1152.1,47.1,1970.59,1535.71,0.019462549,3
2015-03-13,44100,43350,44150,43350,44100,1.055677,0.000324,1.78,101,953,55425,11.45,936.7961085,1136.24,17749.31,3372.91,1152.6,44.8,1985.79,1551.04,0.037824309,3
2015-03-16,45800,44400,46000,44400,45800,1.062363,0.000348,1.85,1032,1440,55455,11.56,931.917876,1130.23,17977.42,3449.31,1153.3,43.9,1987.33,1565.11,0.009777373,2
2015-03-17,46250,46100,46450,45850,46250,1.045988,0.00035,1.87,24,1501,55445,11.56,929.8705582,1127.84,17849.08,3502.85,1148.3,43.5,2029.91,1597.78,0,1
2015-03-18,46250,46250,46400,45600,46250,1.058188,0.00034,1.87,10,1496,55455,12.22,931.4620655,1128.28,18076.19,3577.3,1151.4,44.7,2028.45,1594.96,0.003237995,2
2015-03-19,46400,46950,47000,46300,46400,1.059968,0.00034,1.87,-191,1136,55525,11.38,929.4526786,1122.5,17959.03,3582.27,1169.1,44,2037.89,1584.76,0.009651549,2
2015-03-20,46850,46450,46850,45850,46850,1.067614,0.000334,1.89,-24,1361,55545,11.17,924.3890316,1115.83,18127.65,3617.32,1184.8,45.7,2037.24,1595.18,0.02737013,3
2015-03-23,48150,47100,48200,47050,48150,1.032851,0.000342,1.94,542,2143,55600,11.67,925.0062704,1106.4,18116.04,3687.73,1188,47.5,2036.59,1614.48,-0.003120127,1
2015-03-24,48000,47700,48200,47550,48000,1.043578,0.000342,1.94,42,1245,55595,11.6,921.679198,1103.25,18011.14,3691.41,1191.7,47.5,2041.37,1614.31,0.00623055,2
2015-03-25,48300,48000,48350,47850,48300,1.040259,0.000338,1.95,20,1066,55625,11.71,921.1680054,1100.98,17718.54,3660.73,1197.3,49.2,2042.81,1618.6,-0.027283959,0
2015-03-26,47000,47250,47500,46550,47000,1.049697,0.000349,1.9,377,2221,55630,11.76,927.6901125,1105.25,17678.23,3682.1,1205.1,51.4,2022.56,1584.74,-0.025863511,0
2015-03-27,45800,46150,46400,45400,45800,1.074352,0.000355,1.85,-491,1596,55610,11.31,927.2712007,1104.38,17712.66,3691.1,1199.8,48.9,2019.8,1579.87,-0.006571765,1
2015-03-30,45500,46000,46350,45100,45500,1.070301,0.000347,1.84,-617,1180,55615,11.34,922.7344727,1106.82,17976.31,3786.57,1184.8,48.7,2030.04,1583.1,0.001098298,2
2015-03-31,45550,46300,46350,45450,45550,1.074818,0.000347,1.84,-182,1415,55750,11.09,923.981976,1107.3,17776.12,3747.9,1183.1,47.6,2041.03,1576.17,-0.012148134,1
2015-04-01,45000,45950,46200,44900,45000,1.07121,0.000349,1.82,-212,926,55745,11.36,919.164229,1099.78,17698.18,3810.29,1208.1,50.1,2028.45,1560.19,-0.00445435,1
2015-04-02,44800,44550,45350,44100,44800,1.071754,0.000349,1.81,95,1197,55740,11.28,910.9394572,1090.85,17763.24,3825.78,1200.9,49.1,2029.07,1554.75,-0.01348335,0
2015-04-03,44200,44300,44800,44000,44200,1.048803,0.000352,1.78,-1020,667,55730,11.02,913.8844504,1086.7,17763.24,3863.93,1200.9,49.1,2045.42,1557.31,0.012366656,2
2015-04-06,44750,44450,45100,44250,44750,1.056255,0.000354,1.81,88,680,55720,10.92,911.2679607,1084.5,17880.85,3863.93,1218.6,52.1,2046.43,1559.58,-0.018038821,0
2015-04-07,43950,45000,45050,43500,43950,1.05655,0.000308,1.77,-695,847,55790,10.95,907.9052369,1092.21,17875.42,3961.38,1210.6,54,2047.03,1551.04,-0.031198371,0
2015-04-08,42600,43900,44150,42450,42600,1.033618,0.000322,1.72,-910,1701,55745,11.29,909.8717094,1092.21,17902.51,3994.81,1203.1,50.4,2059.26,1546.92,-0.016568426,0
2015-04-09,41900,42000,42550,41550,41900,1.027681,0.000321,1.69,-951,1985,55795,11.12,910.1263718,1094.7,17958.73,3957.53,1193.6,50.8,2058.87,1550.42,0.039771323,3
2015-04-10,43600,42850,43800,42700,43600,1.068675,0.000343,1.76,460,3363,55790,11.37,909.6014643,1093.25,18057.65,4034.31,1204.6,51.6,2087.76,1564.67,0.013667639,2
2015-04-13,44200,44400,44500,43800,44200,1.06531,0.000347,1.78,-196,1701,55760,12.05,916.1679135,1102.15,17977.04,4121.72,1199.3,51.9,2098.92,1561.18,-0.004535155,1
2015-04-14,44000,44250,44400,43700,44000,1.057612,0.000344,1.78,-330,1009,55745,12.09,915.4646092,1091.6,18036.7,4135.57,1192.8,53.3,2111.72,1571.39,0.006795043,2
2015-04-15,44300,44000,44500,44000,44300,1.062868,0.000318,1.79,-438,1093,55750,11.96,917.5603217,1095.2,18112.61,4084.16,1201.5,56.4,2119.96,1573.63,0.004504512,2
2015-04-16,44500,44750,44900,44150,44500,1.057114,0.000317,1.8,36,821,55770,12.5,911.2004691,1087.7,18105.77,4194.82,1198,56.7,2139.9,1590.83,0.001122965,2
2015-04-17,44550,44700,44750,44050,44550,1.057374,0.000317,1.8,-277,1355,55825,12.29,909.2474383,1082.55,17826.3,4287.3,1202.9,55.7,2143.5,1578.64,-0.006756782,1
2015-04-20,44250,44100,44400,43600,44250,1.041532,0.00031,1.79,-379,1198,55825,12.61,906.5789474,1081.73,18034.93,4217.08,1193.5,56.4,2146.71,1569.34,0.020134908,3
2015-04-21,45150,44600,45500,44250,45150,1.041068,0.00031,1.82,-134,1600,55800,12.03,906.3577045,1083.46,17949.59,4293.62,1202.9,55.3,2144.79,1575.17,0.00221239,2
2015-04-22,45250,45700,46100,45250,45250,1.039194,0.000308,1.83,64,2431,55805,12.32,901.9187453,1081.13,18038.27,4398.49,1186.9,56.2,2143.89,1582.5,0.012081421,2
2015-04-23,45800,46400,46800,45650,45800,1.041697,0.000306,1.85,-293,2392,55740,13.52,903.1643984,1081.72,18058.69,4414.51,1194.4,57.7,2173.41,1607,0.030109801,3
2015-04-24,47200,46700,47250,46500,47200,1.016596,0.000316,1.91,482,2184,55705,13.1,903.6869069,1076.02,18080.14,4393.69,1175.2,57.2,2159.8,1590.09,-0.030109801,0
2015-04-27,45800,47300,47500,45400,45800,1.035157,0.00033,1.85,-838,1566,55685,13.21,899.9412702,1072.64,18037.97,4527.4,1203.3,57,2157.54,1578.9,0.024799115,3
2015-04-28,46950,46150,46950,45700,46950,1.018486,0.000319,1.9,52,1500,55535,12.48,896.3312016,1065.2,18110.14,4476.22,1217.6,57.1,2147.67,1578.44,-0.00106553,1
2015-04-29,46900,47050,47400,46300,46900,1.013109,0.000319,1.89,21,1382,55520,12.26,898.0570275,1067.7,18035.53,4476.62,1213.7,58.6,2142.63,1574,-0.016120715,0
2015-04-30,46150,46900,46900,45650,46150,1.023043,0.000315,1.86,-345,1534,55575,11.76,901.238701,1076.8,17840.52,4441.66,1186.1,59.6,2127.17,1557.43,0.013986242,2
2015-05-04,46800,46500,47100,46400,46800,1.027692,0.000318,1.89,-201,1428,55495,12.1,900.7659008,1082,18070.4,4480.46,1190.6,58.9,2132.23,1537.47,-0.03257617,0
2015-05-06,45300,46300,46350,45000,45300,1.054425,0.000332,1.83,-881,1707,55370,12.4,902.9978228,1078.36,17841.98,4229.27,1194.1,60.9,2104.58,1509.32,0.013158085,2
2015-05-07,45900,44850,46000,44550,45900,1.06349,0.000335,1.85,-54,1201,55360,12.13,914.599029,1092.58,17924.06,4112.21,1186.1,58.9,2091,1517.33,0.001088732,2
2015-05-08,45950,45300,46300,45050,45950,1.071905,0.000315,1.85,-168,1115,55465,12.54,909.7003089,1089.73,18191.11,4205.92,1192.7,59.4,2085.52,1511.85,0.007588112,2
2015-05-11,46300,46100,46700,46000,46300,1.070035,0.000315,1.87,118,1011,55590,12.71,913.6090727,1095.6,18105.17,4333.58,1186.7,59.3,2097.38,1511.95,-0.005414198,1
2015-05-12,46050,46300,47250,46000,46050,1.06989,0.000315,1.86,383,819,55400,12.72,914.1106851,1096.75,18068.23,4401.22,1192.6,60.8,2096.77,1505.28,-0.017525093,0
2015-05-13,45250,46100,46150,45200,45250,1.049985,0.000297,1.83,-284,637,55475,13.06,916.2121339,1091.85,18060.49,4375.76,1218.4,60.5,2114.16,1508.98,0.006607954,2
2015-05-14,45550,45650,46050,45200,45550,1.059081,0.000297,1.84,-402,1044,55515,12.76,915.1141323,1090.45,18252.24,4378.31,1225.4,59.9,2120.33,1521.74,-0.005503591,1
2015-05-15,45300,45750,45950,45200,45300,1.058121,0.000296,1.83,-227,650,55490,12.14,909.0642294,1084.15,18272.56,4308.69,1225.5,59.7,2106.5,1513.8,0.003305788,2
2015-05-18,45450,45100,45450,44400,45450,1.057317,0.000295,1.83,-29,1273,55520,11.62,908.1789351,1088.18,18298.88,4283.49,1227.8,59.4,2113.72,1514.17,0.014200129,3
2015-05-19,46100,45650,46150,45500,46100,1.063056,0.000291,1.86,183,687,55485,11.39,907.6680759,1094.92,18312.39,4417.55,1206.9,57.3,2120.85,1527.41,0.016138059,3
2015-05-20,46850,46500,46900,46400,46850,1.075625,0.000291,1.89,88,1061,55540,11.59,904.8468335,1095.86,18285.4,4446.29,1208.9,59,2139.54,1540.62,-0.010729717,1
2015-05-21,46350,47000,47500,46200,46350,1.077654,0.000291,1.87,245,601,55525,11.64,903.0932937,1094.82,18285.74,4529.42,1204.4,60.7,2122.81,1519.05,0.031849826,3
2015-05-22,47850,46750,47850,46350,47850,1.097622,0.000299,1.93,936,1561,55570,11.62,901.9695097,1094.54,18232.02,4657.6,1204.3,59.7,2146.1,1545.69,0.003129893,2
2015-05-26,48000,48500,49150,47800,48000,1.098843,0.000297,1.94,34,1765,55600,12.36,899.2850179,1106.84,18041.54,4910.9,1187.2,58,2143.5,1552.9,0.009331327,2
2015-05-27,48450,48000,48800,47500,48450,1.052228,0.000296,1.96,90,1704,55670,13.1,895.3693228,1107.93,18162.99,4941.71,1185.6,57.5,2107.5,1535.41,0.024466052,3
2015-05-28,49650,49450,50000,49150,49650,1.056752,0.000305,2,322,2703,55700,12.84,893.0790278,1109.74,18126.12,4620.27,1188.1,57.7,2110.89,1550.44,0.028786107,3
2015-05-29,51100,49350,51300,49200,51100,1.061748,0.000317,2.06,819,3051,55805,12.59,898.6598854,1113.17,18010.68,4611.74,1189.4,60.3,2114.8,1558.14,-0.009832921,1
2015-06-01,50600,50600,50900,49550,50600,1.105529,0.000303,2.04,-763,2089,55805,13.3,896.6629141,1115.09,18040.37,4828.74,1188.3,60.2,2102.37,1555.38,0.011787956,2
2015-06-02,51200,50700,51500,50300,51200,1.074754,0.000303,2.07,408,803,55850,13.38,893.6206202,1109.43,18011.94,4910.53,1194.1,61.3,2078.64,1564.04,-0.027724548,0
2015-06-03,49800,51000,51700,49600,49800,1.091826,0.000314,2.01,247,1168,55780,13.9,890.1022791,1105.24,18076.27,4909.98,1184.7,59.6,2063.16,1534.54,-0.030583423,0
2015-06-04,48300,49500,49600,48100,48300,1.075245,0.00032,1.95,-547,1124,55745,14.52,894.1819351,1112.72,17905.58,4947.1,1174.9,58,2072.86,1520.32,0.015408625,3
2015-06-05,49050,48300,49550,48150,49050,1.102855,0.000314,1.98,-86,1127,55775,14.44,893.2951107,1121.8,17849.46,5023.1,1167.8,59.1,2068.1,1512.77,-0.020598051,0
2015-06-08,48050,48600,48800,48000,48050,1.10591,0.000317,1.94,207,441,55770,15,896.3521711,1122.95,17766.55,5131.88,1173.2,58.1,2065.19,1502.6,-0.001041125,1
2015-06-09,48000,47750,48300,47200,48000,1.104566,0.000316,1.94,16,1012,55775,15.54,901.929881,1121.64,17764.04,5113.53,1177.3,60.1,2064.03,1487.65,-0.0104713,1
2015-06-10,47500,48000,48000,47500,47500,1.090426,0.000313,1.92,-464,1517,55770,15.26,905.3364836,1111.21,18000.4,5106.04,1186.1,61.4,2051.32,1463.48,-0.00845671,1
2015-06-11,47100,47800,47900,47050,47100,1.088767,0.000291,1.9,-422,1459,55335,13.82,901.6499515,1114.8,18039.37,5121.59,1179.9,60.8,2056.61,1461.03,-0.011745997,1
2015-06-12,46550,47750,47800,46450,46550,1.092617,0.000292,1.88,-123,813,55365,13.3,902.3525594,1112.33,17898.84,5166.35,1178.8,60,2052.17,1473.65,-0.008630043,1
2015-06-15,46150,46550,47100,46050,46150,1.098574,0.000294,1.86,-80,765,55375,13.96,903.1665047,1115.23,17791.17,5062.99,1185.3,59.5,2042.32,1474.14,-0.043172172,0
2015-06-16,44200,45250,45300,44200,44200,1.119488,0.000323,1.78,-88,1976,55365,14.24,906.8476499,1119.05,17904.48,4887.43,1180.5,60,2028.72,1449.37,0.016825972,3
2015-06-17,44950,44250,45250,44250,44950,1.117039,0.000326,1.81,-183,2123,55335,14.36,904.2092555,1123.48,17935.74,4967.9,1176.4,59.9,2034.86,1459.88,-0.014566084,0
2015-06-18,44300,44900,44950,44300,44300,1.110753,0.000316,1.79,-83,710,55375,14.2,897.6672356,1104.4,18115.84,4785.36,1201.5,60.5,2041.88,1455.81,-0.017074974,0
2015-06-19,43550,44350,44550,43500,43550,1.10202,0.00032,1.76,272,1395,55380,13.9,899.2500815,1103.2,18015.95,4478.36,1201.5,59.6,2046.96,1458.17,0.006865016,2
2015-06-22,43850,43800,44150,43550,43850,1.088019,0.00032,1.77,107,1193,55370,14.24,892.4594156,1099.51,18119.78,4478.36,1183.7,59.7,2055.16,1459.65,0.006818208,2
2015-06-23,44150,44350,44600,44000,44150,1.084219,0.00031,1.78,222,924,55350,13.1,894.2582573,1107.36,18144.07,4576.49,1176.2,61,2081.2,1476.18,-0.018286224,0
2015-06-24,43350,44250,44250,43150,43350,1.061727,0.000305,1.75,-235,570,55335,12.72,894.5374095,1111.91,17966.07,4690.15,1172.6,60.3,2085.53,1469.68,-0.005783706,1
2015-06-25,43100,43100,43400,42800,43100,1.060156,0.000305,1.74,-124,1433,55350,12.83,900.105178,1112.53,17890.36,4527.78,1171.5,59.7,2085.06,1459.73,-0.025853379,0
2015-06-26,42000,41550,42250,41550,42000,1.072394,0.000315,1.7,-932,2666,55345,12.66,905.842479,1122.52,17946.68,4192.87,1172.9,59.6,2090.26,1453.06,0.014184635,2
2015-06-29,42600,41000,43050,40600,42600,1.019803,0.000316,1.72,583,1658,55375,14.69,913.0268199,1120.01,17596.35,4053.03,1178.5,58.3,2060.49,1440.5,-0.007067167,1
2015-06-30,42300,42650,42800,41950,42300,1.000029,0.000317,1.71,161,998,55395,14.45,913.7733377,1115.9,17619.51,4277.22,1171.5,59.5,2074.2,1438.17,0.011751017,2
2015-07-01,42800,42800,43200,42250,42800,1.001095,0.000317,1.73,164,731,55390,13.6,913.0212143,1123.29,17757.91,4053.7,1169,57,2097.89,1453.64,-0.016490362,0
2015-07-02,42100,43000,43000,42000,42100,0.965565,0.000318,1.7,-84,984,55345,13.13,909.4278283,1118.96,17730.11,3912.77,1163,56.9,2107.33,1443.77,0.012979533,2
2015-07-03,42650,42700,43100,42200,42650,0.966152,0.000316,1.72,-508,1357,55340,13.75,915.2429084,1122.82,17730.11,3686.92,1167.1,56.9,2104.41,1434.8,-0.045571434,0
2015-07-06,40750,42000,42050,40350,40750,1.013708,0.000333,1.64,-338,1333,55370,15.4,917.9907113,1126.65,17683.58,3775.91,1172.9,52.5,2053.93,1395.47,0.014616582,3
2015-07-07,41350,41200,41850,41000,41350,1.005369,0.000333,1.67,199,1321,55380,14.51,928.1004581,1134.51,17776.91,3727.12,1152.4,52.3,2040.29,1411.12,-0.010942358,1
2015-07-08,40900,41100,41300,40750,40900,1.002967,0.000306,1.65,8,1978,55405,15.65,937.6537604,1135.78,17515.42,3507.19,1163.3,51.7,2016.21,1400.11,0.001221747,2
2015-07-09,40950,40400,41050,39600,40950,0.989738,0.000303,1.65,580,542,55420,14.92,931.8642392,1131.19,17548.62,3709.33,1159,52.8,2027.81,1407.72,-0.002444989,1
2015-07-10,40850,41250,41300,40350,40850,0.990214,0.000303,1.65,-75,1422,55395,15.41,919.2483287,1127.55,17760.41,3877.8,1157.7,52.7,2031.17,1404.75,-0.007371041,1
2015-07-13,40550,41450,41850,40500,40550,0.960889,0.000302,1.64,-199,1332,55395,14.92,920.1117771,1135.97,17977.68,3970.39,1155.2,52.2,2061.52,1411.74,-0.068904801,0
2015-07-14,37850,40600,40650,37800,37850,0.967083,0.000371,1.53,-2194,3834,55405,14.18,923.3325229,1139.3,18053.58,3924.49,1153.3,53,2059.23,1377.84,0.037593539,3
2015-07-15,39300,38400,39400,38350,39300,0.987174,0.000398,1.59,-236,5147,55410,13.4,924.9576237,1145.93,18050.17,3805.7,1147.2,51.4,2072.91,1395.6,0.003809528,2
2015-07-16,39450,39000,39500,38650,39450,0.985073,0.000398,1.59,74,950,55430,12.68,922.0440074,1143.98,18120.25,3823.18,1143.8,50.9,2087.89,1424.22,0.012594625,2
2015-07-17,39950,39500,40500,38700,39950,0.973084,0.000394,1.61,611,1010,55445,12.88,926.9699169,1149.35,18086.45,3957.35,1131.8,50.9,2076.79,1429.64,-0.033081897,0
2015-07-20,38650,40150,40350,38650,38650,0.977167,0.000409,1.56,66,593,55455,13.24,931.0125563,1156.69,18100.41,3992.11,1106.7,50.2,2073.31,1417.31,0.010296101,2
2015-07-21,39050,38950,39350,38500,39050,0.97984,0.000408,1.58,-356,1036,55445,13.17,927.3262852,1149.05,17919.29,4017.67,1103.4,50.4,2083.62,1425.27,-0.022007361,0
2015-07-22,38200,39000,39000,37750,38200,0.987196,0.000395,1.54,-35,1372,55500,13.47,931.7507658,1155.93,17851.04,4026.05,1091.4,49.2,2064.73,1404.7,0.020726131,3
2015-07-23,39000,40000,40300,38600,39000,0.986273,0.000393,1.57,-451,2552,55560,13.13,936.5336558,1161.77,17731.92,4123.92,1094,48.5,2065.07,1396.73,-0.011605546,1
2015-07-24,38550,39250,39450,38500,38550,0.984578,0.000381,1.56,-269,1395,55615,13.26,947.6198173,1172.49,17568.53,4070.91,1085.6,48.1,2045.96,1386.37,-0.034304155,0
2015-07-27,37250,38500,38850,36850,37250,0.995407,0.000396,1.5,-316,1000,55615,13.78,949.0296387,1168.73,17440.59,3725.56,1096.5,47.4,2038.81,1377.76,-0.004034975,1
2015-07-28,37100,36500,37650,36500,37100,1.013349,0.000394,1.5,268,1270,55555,14.09,941.5494097,1164.32,17630.27,3663,1096.3,48,2039.1,1370.95,-0.002699057,1
2015-07-29,37000,37450,37600,36800,37000,1.044477,0.000389,1.49,41,1081,55575,13.65,935.8112476,1158.16,17751.39,3789.17,1092.6,48.8,2037.62,1379.2,-0.069958589,0
2015-07-30,34500,36550,36800,34050,34500,1.052287,0.000443,1.39,-494,2745,55590,13.85,943.8942037,1174.11,17745.98,3705.77,1088.4,48.5,2019.03,1316.75,0.072657646,3
